塞狗洞|sāi gǒu dòng
塞翁之马|sài wēng zhī mǎ
塞翁失马|sài wēng shī mǎ
塞翁失马，安知非福|sài wēng shī mǎ，ān zhī fēi fú
塞翁失马，焉知非福|sài wēng shī mǎ，yān zhī fēi fú
塞翁得马|sài wēng dé mǎ
塞耳偷铃|sāi ěr tōu líng
塞耳盗钟|sāi ěr dào zhōng
填坑满谷|tián kēng mǎn gǔ
填街塞巷|tián jiē sāi xiàng
填街溢巷|tián jiē yì xiàng
墓木已拱|mù mù yǐ gǒng
墓木拱矣|mù mù gǒng yǐ
墙上泥皮|qiáng shàng ní pí
墙倒众人推|qiáng dǎo zhòng rén tuī
墙外汉|qiáng wài hàn
墙头草|qiáng tóu cǎo
墙头马上|qiáng tóu mǎ shàng
墙有缝，壁有耳|qiáng yǒu fèng，bì yǒu ěr
墙有耳|qiáng yǒu ěr
墙花路柳|qiáng huā lù liǔ
墙花路草|qiáng huā lù cǎo
墙里开花墙外香|qiáng lǐ kāi huā qiáng wài xiāng
墙面而立|qiáng miàn ér lì
墙风壁耳|qiáng fēng bì ěr
墙高基下|qiáng gāo jī xià
增收节支|zēng shōu jié zhī
增砖添瓦|zēng zhuān tiān wǎ
墨丈寻常|mò zhàng xún cháng
墨债山积|mò zhà shān jī
墨子泣丝|mò zǐ qì sī
墨守成法|mò shǒu chéng fǎ
墨守成规|mò shǒu chéng guī
墨客骚人|mò kè sāo rén
墨汁未干|mò zhī wèi gān
墨突不黔|mò tū bù qián
墨绖从戎|mò dié cóng róng
墨迹未干|mò jì wèi gān
墨鱼自蔽|mò yú zì bì
壁上观|bì shàng guāng
壁垒分明|bì lěi fēn míng
壁垒森严|bì lěi sēn yán
壁立千仞|bì lì qiān rèn
壁里安柱|bì lǐ ān zhù
壁间蛇影|bì jiān shé yǐng
士为知己者死|shì wèi zhī jǐ zhě sǐ
士俗不可医|shì sú bù kě yī
士农工商|shì nóng gōng shāng
士别三日，刮目相待|shì bié sān rì，guā mù xiāng dài
士别三日，当刮目相待|shì bié sān rì，dāng guā mù xiāng dài
士可杀不可辱|shì kě shā bù kě rǔ
士死知己|shì sǐ zhī jǐ
士穷见节|shì qióng jiàn jié
士穷见节义|shì qióng jiàn jié yì
士绅名流|shì shēn míng liú
士饱马腾|shì bǎo mǎ téng
士马精强|shì mǎ jīng qiáng
壮发冲冠|zhuàng fā chōng guàn
壮士断腕|zhuàng shì duàn wàn
壮士解腕|zhuàng shì jiě wàn
壮夫不为|zhuàng fū bù wéi
壮心不已|zhuàng xīn bù yǐ
壮志凌云|zhuàng zhì líng yún
壮志未酬|zhuàng zhì wèi chóu
壮志难酬|zhuàng zhì nán chóu
壮气凌云|zhuàng qì líng yún
壮气吞牛|zhuàng qì tūn niú
声东击西|shēng dōng jī xī
声价倍增|shēng jià bèi zēng
声价十倍|shēng jià shí bèi
声价百倍|shēng jià bǎi bèi
声偶擿裂|shēng ǒu zhé liè
声入心通|shēng rù xīn tōng
声出金石|shēng chū jīn shí
声动梁尘|shēng dòng liáng chén
声势显赫|shēng shì xiǎn hè
声势汹汹|shēng shì xiōng xiōng
声势浩大|shēng shì hào dà
声势烜赫|shēng shì xuǎn hè
声势熏灼|shēng shì xūn zhuó
声势赫奕|shēng shì hè yì
声华行实|shēng huá xíng shí
声名大噪|shēng míng dà zào
声名烜赫|shēng míng xuǎn hè
声名狼籍|shēng míng láng jí
声名狼藉|shēng míng láng jí
声名籍甚|shēng míng jí shèn
声名藉甚|shēng míng jí shèn
声名赫奕|shēng míng hè yì
声名鹊起|shēng míng què qǐ
声吞气忍|shēng tūn qì rěn
声嘶力竭|shēng sī lì jié
声如洪钟|shēng rú hóng zhōng
声威大震|shēng wēi dà zhèn
声威天下|shēng wēi tiān xià
声希味淡|shēng xī wèi dàn
声应气求|shēng yìng qì qiú
声张势厉|shēng zhāng shì lì
声情并茂|shēng qíng bìng mào
声振寰宇|shēng zhèn huán yǔ
声振屋瓦|shēng zhèn wū wǎ
声振林木|shēng zhèn lín mù
声气相投|shēng qì xiāng tóu
声气相求|shēng qì xiāng qiú
声气相通|shēng qì xiāng tōng
声求气应|shēng qiú qì yìng
声泪俱下|shēng lèi jù xià
声泪俱发|shēng lèi jù fā
声生势长|shēng shēng shì zhǎng
声罪致讨|shēng zuì zhì tǎo
声色不动|shēng sè bù dòng
声色俱厉|shēng sè jù lì
声色并厉|shēng sè bìng lì
声色犬马|shēng sè quǎn mǎ
声色狗马|shēng sè gǒu mǎ
声色货利|shēng sè huò lì
声誉十倍|shēng yù shí bèi
声誉大振|shēng yù dà zhèn
声誉鹊起|shēng yù què qǐ
声销迹灭|shēng xiāo jì miè
声闻九皋|shēng wén jiǔ gāo
声闻过实|shēng wén guò shí
声闻过情|shēng wén guò qíng
声音笑貌|shēng yīn xiào mào
声驰千里|shēng chí qiān lǐ
壶中天地|hú zhōng tiān dì
壶中日月|hú zhōng rì yuè
壶天日月|hú tiān rì yuè
壶浆塞道|hú jiāng sāi dào
壶浆箪食|hú jiāng dān shí
壶里乾坤|hú lǐ qián kūn
壸浆箪食|kǔn jiāng dān shí
壹倡三叹|yī chàng sān tàn
壹败涂地|yī bài tú dì
处之夷然|chǔ zhī yí rán
处之怡然|chǔ zhī yí rán
处之晏然|chǔ zhī yàn rán
处之泰然|chǔ zhī tài rán
处之绰然|chǔ zhī chuò rán
处堂燕雀|chǔ táng yàn què
处堂燕鹊|chǔ táng yàn què
处士横议|chǔ shì héng yì
处安思危|chǔ ān sī wēi
处实效功|chǔ shí xiào gōng
处尊居显|chǔ zūn jū xiǎn
处心积虑|chǔ xīn jī lǜ
处易备猝|chǔ yì bèi cuì
处置失当|chǔ zhì shī dàng
处静息迹|chǔ jìng xī jì
处高临深|chǔ gāo lín shēn
备位充数|bèi wèi chōng shù
备位将相|bèi wèi jiàng xiàng
备多力分|bèi duō lì fēn
备尝艰苦|bèi cháng jiān kǔ
备尝艰难|bèi cháng jiān nán
备尝辛苦|bèi cháng xīn kǔ
备而不用|bèi ér bù yòng
备预不虞|bèi yù bù yú
复子明辟|fù zǐ míng bì
复旧如初|fù jiù rú chū
复旧如新|fù jiù rú xīn
复礼克己|fù lǐ kè jǐ
复蹈其辙|fù dǎo qí zhé
复蹈前辙|fù dǎo qián zhé
夏五郭公|xià wǔ guō gōng
夏屋渠渠|xià wū qú qú
夏日可畏|xià rì kě wèi
夏炉冬扇|xià lú dōng shàn
夏虫不可以语冰|xià chóng bù kě yǐ yǔ bīng
夏虫不可言冰|xià chóng bù kě yán bīng
夏虫不可语冰|xià chóng bù kě yǔ bīng
夏虫不可语寒|xià chóng bù kě yǔ hán
夏虫朝菌|xià chóng zhāo jūn
夏虫疑冰|xià chóng yí bīng
夏虫语冰|xià chóng yǔ bīng
夏雨雨人|xià yǔ yǔ rén
夏鼎商彝|xià dǐng shāng yí
夔龙礼乐|kuí lóng lǐ yuè
夕寐宵兴|xī mèi xiāo xīng
夕惕朝乾|xī tì zhāo qián
夕惕若厉|xī tì ruò lì
夕阳古道|xī yáng gǔ dào
夕阳西下|xī yáng xī xià
外举不弃仇，内举不失亲|wài jǔ bù qì chóu，nèi jǔ bù shī qīn
外举不避仇，内举不避子|wài jǔ bù bì chóu，nèi jǔ bù bì zǐ
外举不隐仇，内举不隐子|wài jǔ bù yǐn chóu，nèi jǔ bù yǐn zǐ
外交词令|wài jiāo cí lìng
外交辞令|wài jiāo cí lìng
外亲内疏|wài qīn nèi shū
外内无患|wài nèi wú huàn
外刚内柔|wài gāng nèi róu
外厉内荏|wài lì nèi rěn
外合里差|wài hé lǐ chà
外合里应|wài hé lǐ yìng
外君子而中小人|wài jūn zǐ ér zhōng xiǎo rén
外圆内方|wài yuán nèi fāng
外宽内忌|wài kuān nèi jì
外宽内明|wài kuān nèi míng
外宽内深|wài kuān nèi shēn
外巧内嫉|wài qiǎo nèi jí
外弱内强|wài ruò nèi qiáng
外强中干|wài qiáng zhōng gān
外强中瘠|wài qiáng zhōng jí
外怯内勇|wài qiè nèi yǒng
外愚内智|wài yú nèi zhì
外感内伤|wài gǎn nèi shāng
外感内滞|wài gǎn nèi zhì
外慕徙业|wài mù xǐ yè
外攘内安|wài rǎng nèi ān
外方内员|wài fāng nèi yuán
外方内圆|wài fāng nèi yuán
外柔中刚|wài róu zhōng gāng
外柔内刚|wài róu nèi gāng
外简内明|wài jiǎn nèi míng
外顺内悖|wài shùn nèi bèi
夙世冤业|sù shì yuān yè
夙世冤家|sù shì yuān jiā
夙兴夜处|sù xīng yè chǔ
夙兴夜寐|sù xīng yè mèi
夙兴昧旦|sù xīng mèi dàn
夙夜不怠|sù yè bù dài
夙夜不懈|sù yè bù xiè
夙夜不解|sù yè bù xiè
夙夜为谋|sù yè wéi móu
夙夜匪懈|sù yè fěi xiè
夙夜匪解|sù yè fěi xiè
夙夜在公|sù yè zài gōng
夙夜梦寐|sù yè mèng mèi
夙夜梦寤|sù yè mèng wù
夙心往志|sù xīn wǎng zhì
多一事不如少一事|duō yī shì bù rú shǎo yī shì
多一事不如省一事|duō yī shì bù rú shěng yī shì
多事之秋|duō shì zhī qiū
多事多患|duō shì duō huàn
多凶少吉|duō xiōng shǎo jí
多劳多得|duō láo duō dé
多历年所|duō lì nián suǒ
多历年稔|duō lì nián rěn
多口阿师|duō kǒu ā shī
多可少怪|duō kě shǎo guài
多吃多占|duō chī duō zhàn
多嘴多舌|duō zuǐ duō shè
多嘴献浅|duō zuǐ xiàn qiǎn
多嘴饶舌|duō zuǐ ráo shé
多多少少|duō duō shǎo shǎo
多多益办|duō duō yì bàn
多多益善|duō duō yì shàn
多如牛毛|duō rú niú máo
多姿多彩|duō zī duō cǎi
多心伤感|duō xīn shāng gàn
多快好省|duō kuài hǎo shěng
多怀顾望|duō huái gù wàng
多情善感|duō qíng shàn gǎn
多情多义|duō qíng duō yì
多情多感|duō qíng duō gǎn
多愁善感|duō chóu shàn gǎn
多愁善病|duō chóu shàn bìng
多愁多病|duō chóu duō bìng
多慢则生乱|duō màn zé shēng luàn
多手多脚|duō shǒu duō jiǎo
多才为累|duō cái wéi lěi
多才多艺|duō cái duō yì
多收并畜|duō shōu bìng chù
多故之秋|duō gù zhī qiū
多文为富|duō wén wéi fù
多文强记|duō wén qiáng jì
多方百计|duō fāng bǎi jì
多易多难|duō yì duō nán
多材多艺|duō cái duō yì
多此一举|duō cǐ yī jǔ
多歧亡羊|duō qí wáng yáng
多灾多难|duō zāi duō nàn
多疑少决|duō yí shǎo jué
多病多愁|duō bìng duō chóu
多知为杂|duō zhī wéi zá
多种多样|duō zhǒng duō yàng
多端寡要|duō duān guǎi yào
多管闲事|duō guǎn xián shì
多能多艺|duō néng duō yì
多艺多才|duō yì duō cái
多藏厚亡|duō cáng hòu wáng
多行不义必自毙|duō xíng bù yì bì zì bì
多行无礼必自及|duō xíng wú lǐ bì zì jí
多见广识|duō jiàn guǎng shí
多言多语|duō yán duō yǔ
多言多败|duō yán duō bài
多言或中|duō yán huò zhōng
多言数穷|duō yán shuò qióng
多言繁称|duō yán fán chēng
多许少与|duō xǔ shǎo yǔ
多识君子|duō shí jūn zǐ
多谋善断|duō móu shàn duàn
多谋善虑|duō móu shàn lǜ
多谋少断|duō móu shǎo duàn
多财善贾|duō cái shàn gǔ
多贱寡贵|duō jiàn guǎ guì
多钱善贾|duō qián shàn gǔ
多闻强记|duō wén qiáng jì
多闻阙疑|duō wén quē yí
多难兴邦|duō nàn xīng bāng
多露之嫌|duō lù zhī xián
多面手|duō miàn shǒu
多鱼之漏|duō yú zhī lòu
夜不成寐|yè bù chéng mèi
夜不闭户|yè bù bì hù
夜以接日|yè yǐ jiē rì
夜以继日|yè yǐ jì rì
夜以继昼|yè yǐ jì zhòu
夜以续日|yè yǐ xù rì
夜住晓行|yè zhù xiǎo xíng
夜光之璧|ye guang zi bi
夜半三更|yè bàn sān gēng
夜半客|yè bàn kè
夜半更深|yè bàn gēng shēn
夜去明来|yè qù míng lái
夜宿晓行|yè sù xiǎo xíng
夜寝夙兴|yè qǐn sù xīng
夜寝早起|yè qǐn zǎo qǐ
夜月昼星|yè yuè zhòu xīng
夜月花朝|yè yuè huā zhāo
夜深人静|yè shēn rén jìng
夜而忘寐|yè ér wàng mèi
夜而忘寝|yè ér wàng qǐn
夜蛾赴火|yè é fù huǒ
夜行昼伏|yè xíng zhòu fú
夜行被绣|yè xíng bèi xiù
夜郎自大|yè láng zì dà
夜长梦多|yè cháng mèng duō
夜长梦短|yè cháng mèng duǎn
夜阑人静|yè lán rén jìng
夜雨对床|yè yǔ duì chuáng
夜静更深|yè jìng gēng shēn
夜静更长|yè jìng gēng cháng
夜静更阑|yè jìng gēng lán
夤缘攀附|yín yuán pān fǔ
夤缘求进|yín yuán qiú jìn
夤缘而上|yín yuán ér shàng
大中至正|dà zhōng zhì zhèng
大举进攻|dà jǔ jìn gōng
大义凛然|dà yì lǐn rán
大义灭亲|dà yì miè qīn
大书特书|dà shū tè shū
大事不糊涂|dà shì bù hú tú
大事化小|dà shì huà xiǎo
大事化小，小事化无|dà shì huà xiǎo，xiǎo shì huà wú
大事去矣|dà shì qù yǐ
大事完毕|dà shì wán bì
大事已然|dà shì yǐ rán
大事铺张|dà shì pū zhāng
大人不曲|dà rén bù qū
大人不见小人怪|dà rén bù jiàn xiǎo rén guài
大人不记小人过|dà rén bù jì xiǎo rén guò
大人先生|dà rén xiān sheng
大人君子|dà rén jūn zǐ
大人无己|dà rén wú jǐ
大人虎变|dà rén hǔ biàn
大仁大义|dà rén dà yì
大仁大勇|dà rén dà yǒng
大以成大，小以成小|dà yǐ chéng dà，xiǎo yǐ chéng xiǎo
大信不约|dà xìn bù yuē
大做文章|dà zuò wén zhāng
大公无私|dà gōng wú sī
大公至正|dà gōng zhì zhèng
大兴土木|dà xīng tǔ mù
大出风头|dà chū fēng tóu
大刀阔斧|dà dāo kuò fǔ
大利不利|dà lì ù lì
大功告成|dà gōng gào chéng
大功毕成|dà gōng bì chéng
大动公惯|dà dòng gōng guàn
大动干戈|dà dòng gān gē
大动肝火|dà dòng gān huǒ
大势已去|dà shì yǐ qù
大势所趋|dà shì suǒ qū
大勇若怯|dà yǒng ruò qiè
大包大揽|dà bāo dà lǎn
大化有四|dà huà yǒu sì
大匠不斫|dà jiàng bù zhuó
大匠能与人规矩，不能使人巧|dà jiàng néng yǔ rén guī jǔ,bù néng shǐ rén qiǎo
大匠运斤|dà jiàng yùn jīn
大千世界|dà qiān shì jiè
大卸八块|dà xiè bā kuài
大厦将倾|dà shà jiāng qīng
大厦将颠|dà shà jiāng diān
大厦栋梁|dà shà dòng liáng
大发慈悲|dà fā cí bēi
大发横财|dà fā héng cái
大发议论|dà fā yì lùn
大发谬论|dà fā miù lùn
大发雷霆|dà fā léi tíng
大受小知|dà shòu xiǎo zhī
大可不必|dà kě bù bì
大可师法|dà kě shī fǎ
大吃一惊|dà chī yī jīng
大吃大喝|dà chī dà hē
大吆小喝|dà yāo xiǎo hē
大吉大利|dà jí dà lì
大同境域|dà tóng jìng yù
大同小异|dà tóng xiǎo yì
大名难居|dà míng nán jū
大名鼎鼎|dà míng dǐng dǐng
大含细入|dà hán xì rù
大吵大闹|dà chǎo dà nào
大吹大打|dà chuī dà dǎ
大吹大擂|dà chuī dà léi
大吹法螺|dà chuī fǎ luó
大吼大叫|dà hǒu dà jiào
大呼小叫|dà hū xiǎo jiào
大呼小喝|dà hū xiǎo hē
大命将泛|dà mìng jiāng fěng
大哄大嗡|dà hōng dà wēng
大喊大叫|dà hǎn dà jiào
大喊大吼|dà hǎn dà hǒu
大喜若狂|dā xǐ ruò kuáng
大喜过望|dà xǐ guò wàng
大喝一声|dà hè yī shēng
大器晚成|dà qì wǎn chéng
大地回春|dà dì huí chūn
大地春回|dà dì chūn huí
大块文章|dà kuài wén zhāng
大块朵颐|dà kuài duǒ yí
大坰之惭|dà jiòng zhī cán
大声疾呼|dà shēng jí hū
大处着墨|dà chù zhuó mò
大处着眼|dà chù zhuó yǎn
大处着眼，小处着手|dà chù zhuó yǎn，xiǎo chù zhuó shǒu
大处落墨|dà chù luò mò
大夜弥天|dà yè mí tiān
大大咧咧|dà dà liē liē
大大小小|dà dà xiǎo xiǎo
大大方方|dà dà fāng fāng
大大法法|dà dà fǎ fǎ
大大落落|dà dà luō luō
大天白日|dà tiān bái rì
大失人望|dà shī rén wàng
大失所望|dà shī suǒ wàng
大头小尾|dà tóu xiǎo wěi
大奸似忠|dà jiān sì zhōng
大奸极恶|dà jiān jí è
大好山河|dà hǎo shān hé
大好河山|dà hǎo hé shān
大家小户|dà jiā xiǎo hù
大家闺秀|dà jiā guī xiù
大家风范|dà jiā fēng fàn
大富大贵|dà fù dà guì
大寒索裘|dà hán suǒ qiú
大展宏图|dà zhǎn hóng tú
大展经纶|dà zhǎn jīng lún
大山小山|dà shān xiǎo shān
大山广川|dà shān guǎng chuān
大工告成|dà gōng gào chéng
大巧若拙|dà qiǎo ruò zhuō
大干快上|dà gàn kuài shàng
大干物议|dà gān wù yì
大度兼容|dà dù jiān róng
大度包容|dà dù bāo róng
大度汪洋|dà dù wāng yáng
大度豁达|dà dù huò dá
大庭广众|dà tíng guǎng zhòng
大廷广众|dà tíng guǎng zhòng
大开大合|dà kāi dà hé
大开方便之门|dà kāi fāng biàn zhī mén
大开眼界|dà kāi yǎn jiè
大张其词|dà zhāng qí cí
大张声势|dà zhāng shēng shì
大张挞伐|dà zhāng tà fá
大张旗鼓|dà zhāng qí gǔ
大彻大悟|dà chè dà wù
大得人心|dà dé rén xīn
大德不酬|dà dé bù chóu
大德必寿|dà dé bì shòu
大快人心|dà kuài rén xīn
大恩大德|dà ēn dà dé
大惊失色|dà jīng shī sè
大惊小怪|dà jīng xiǎo guài
大惑不解|dà huò bù jiě
大愚不灵|dà yú bù líng
大慈大悲|dà cí dà bēi
大慝巨奸|dà tè jù jiān
大手大脚|dà shǒu dà jiǎo
大手笔|dà shǒu bǐ
大才小用|dà cái xiǎo yòng
大才榱槃|dà cái cuī pán
大才榱盘|dà cái cuī pán
大才槃槃|dà cái pán pán
大才盘盘|dà cái pán pán
大打出手|dà dǎ chū shǒu
大捞一把|dà lāo yī bǎ
大摇大摆|dà yáo dà bǎi
大放光明|dà fàng guāng míng
大放厥词|dà fàng jué cí
大放厥辞|dà fàng jué cí
大放悲声|dà fàng bēi shēng
大政方针|dà zhèng fāng zhēn
大敌当前|dà dí dāng qián
大斗小秤|dà dǒu xiǎo chèng
大方之家|dà fāng zhī jiā
大方无隅|dà fāng wú yú
大旱云霓|dà hàn yún ní
大旱望云|dà hàn wàng yún
大旱望云霓|dà hàn wàng yún ní
大时不齐|dà shí bù qí
大明法度|dà jíng fǎ dù
大是大非|dà shì dà fēi
大显神通|dà xiǎn shén tōng
大显身手|dà xiǎn shēn shǒu
大智大勇|dà zhì dà yǒng
大智如愚|dà zhì rú yú
大智若愚|dà zhì ruò yú
大有人在|dà yǒu rén zài
大有作为|dà yǒu zuò wéi
大有可为|dà yǒu kě wéi
大有可观|dà yǒu kě guān
大有希望|dà yǒu xī wàng
大有径庭|dà yǒu jìng tíng
大有文章|dà yǒu wén zhāng
大有裨益|dà yǒu bì yì
大有见地|dà yǒu jiàn dì
大有起色|dà yǒu qǐ sè
大有迳庭|dà yǒu jìng tíng
大本大宗|dà běn dà zōng
大杀风景|dà shā fēng jǐng
大权在握|dà quán zài wò
大权旁落|dà quán páng luò
大权独揽|dà quán dú lǎn
大材小用|dà cái xiǎo yòng
大杖则走|dà zhàng zé zǒu
大来小往|dà lái xiǎo wǎng
大树将军|dà shù jiāng jūn
大树底下好乘凉|dà shù dǐ xià hǎo chéng liàng
大桀小桀|dà jié xiǎo jié
大梦初醒|dà mèng chū xǐng
大梦方醒|dà mèng fāng xǐng
大模大样|dà mú dà yàng
大步流星|dǎ bù liú xīng
大气磅礴|dà qì páng bó
大水冲了龙王庙|dà shuǐ chōng le lóng wáng miào
大水淹了龙王庙|dà shuǐ yān le lóng wáng miào
大汗涔涔|dà hàn cén cén
大汗淋漓|dà hàn lín lí
大江东去|dà jiāng dōng qù
大江南北|dà jiāng nán běi
大法小廉|dà fǎ xiǎo lián
大泽礨空|dà zé lěi kōng
大浪淘沙|dà làng táo shā
大海一针|dà hǎi yī zhēn
大海捞针|dà hǎi lāo zhēn
大渐弥留|dà jiàn mí liú
大澈大悟|dà chè dà wù
大烹五鼎|dà pēng wǔ dǐng
大煞风景|dà shā fēng jǐng
大煞风趣|dà shà fēng qù
大王好见，小鬼难当|dà wáng hǎo jiàn，xiǎo guǐ nán dāng
大璞不完|tài bú bù wán
大瓠之用|dà hù zhī yòng
大男大女|dà nán dà nǚ
大男小女|dà nán xiǎo nǚ
大白于天下|dà bái yú tiān xià
大盗窃国|dà dào qiè guó
大直若屈|dà zhí ruò qū
大直若屈，大巧若拙|dà zhí ruò qū，dà qiǎo ruò zhuō
大直若诎|dà zhí ruò qū
大相径庭|dà xiāng jìng tíng
大相迳庭|dà xiāng jìng tíng
大眼望小眼|dà yǎn wàng xiǎo yǎn
大眼瞪小眼|dà yǎn dèng xiǎo yǎn
大睨高谈|dà nì gāo tán
大破大立|dà pò dà lì
大祸临头|dà huò lín tóu
大祸临门|dà huò lín mén
大福不再|dà fú bù zài
大禹治水|dà yǔ zhì shuǐ
大秤小斗|dà chèng xiǎo dǒu
大称小斗|dà chēng xiǎo dǒu
大笔一挥|dà bǐ yī huī
大笔如椽|dà bǐ rú chuán
大简车徒|dà jiǎn chē tú
大纛高牙|dà dào gāo yá
大红大紫|dà hóng dà zǐ
大红大绿|dà hóng dà lǜ
大经大法|dà jīng dà fǎ
大缪不然|dà miù bù rán
大者为栋梁|dà zhě wéi dòng liáng
大而化之|dà ér huà zhī
大而无当|dà ér wú dàng
大肆厥辞|dà sì jué cí
大肆咆哮|dà sì páo xiào
大肆宣传|dà sì xuān chuán
大肆挥霍|dà sì huī huò
大肆攻击|dà sì gōng jī
大肆铺张|dà sì pū zhāng
大胆包身|dà dǎn bāo shēn
大胆海口|dà dǎn hǎi kǒu
大腹便便|dà fù pián pián
大节不可夺|dà jié bù kě duó
大节不夺|dà jié bù duó
大莫与京|dà mò yǔ jīng
大获全胜|dà huò quán shèng
大行不顾细谨|dà xíng bù gù xì jǐn
大行受大名|dà xíng shòu dà míng
大行大市|dà háng dà shì
大衍之数|dà yǎn zhī shǔ
大街小巷|dà jiē xiǎo xiàng
大衾长枕|dà qīn cháng zhěn
大言不惭|dà yán bù cán
大言欺人|dà yán qī rén
大言相骇|dà yán xiāng hài
大计小用|dà jì xiǎo yòng
大请大受|dà qǐng dà shòu
大谋不谋|dà móu bù móu
大谬不然|dà miù bù rán
大贤虎变|dà xián hǔ biàn
大败亏轮|dà bài kuī lún
大败亏输|dà bài kuī shū
大败涂地|dà bài tú dì
大败而逃|dà bài ér táo
大费周折|dà fèi zhōu zhé
大起大落|dà qǐ dà luò
大跌眼镜|dà diē yǎn jìng
大路椎轮|dà lù zhuī lún
大车以载|dà chē yǐ zài
大车无輗|dà chē wú ní
大辂椎轮|dà lù zhuī lún
大辩不言|dà biàn bù yán
大辩若讷|dà biàn ruò nè
大逆不道|dà nì bù dào
大逆无道|dà nì wú dào
大酒大肉|dà jiǔ dà ròu
大酺三日|dà pū sān rì
大醇小疵|dà chún xiǎo cī
大锅饭|dà guō fàn
大错特错|dà cuò tè cuò
大锣大鼓|dà luó dà gǔ
大门不出，二门不迈|dà mén bù chū，èr mén bù mài
大门不出，二门不进|dà mén bù chū，èr mén bù jìn
大限临头|dà xiàn lín tóu
大院深宅|dà yuàn shēn zhái
大隐朝市|dà yǐn cháo shì
大难不死|dà nàn bù sǐ
大难不死，必有后禄|dà nàn bù sǐ，bì yǒu hòu lù
大难不死，必有后福|dà nàn bù sǐ，bì yǒu hòu fú
大难临头|dà nàn lín tóu
大雅之堂|dà yǎ zhī táng
大雅君子|dà yǎ jūn zǐ
大雅宏达|dà yǎ hóng dá
大雅扶轮|dà yǎ úf lún
大雨倾盆|dà yǔ qīng pén
大雨如注|dà yǔ rú zhù
大雨滂沱|dà yǔ páng tuó
大雪纷飞|dà xuě fēn fēi
大露头角|dà lù tóu jiǎo
大音希声|dà yīn xī shēng
大音稀声|dà yīn xī shēng
大题小作|dà tí xiǎo zuò
大题小做|dà tí xiǎo zuò
大风之歌|dà fēng zhī gē
大风大浪|dà fēng dà làng
大风有隧|dà fēng yǒu suì
大饮长歠|dà yǐn cháng chuò
大饱眼福|dà bǎo yǎn fú
大马金刀|dà mǎ jīn dāo
大鱼吃小鱼|dà yú chī xiǎo yú
大鱼大肉|dà yú dà ròu
大鸣大放|dà míng dà fàng
天上人间|tiān shàng rén jiān
天上地下，惟我独尊|tiān shàng dì xià，wéi wǒ dú zūn
天上天下，惟我独尊|tiān shàng tiān xià，wéi wǒ dú zūn
天上少有，地下难寻|tiān shàng shǎo yǒu，dì xià nán xún
天上无双|tiān shàng wú shuāng
天上石麟|tiān shàng shí lín
天上麒麟|tiān shàng qí lín
天下一宗|tiān xià yī zōng
天下一家|tiān xià yī jiā
天下为一|tiān xià wéi yī
天下为公|tiān xià wéi gōng
天下为家|tiān xià wéi jiā
天下为笼|tiān xià wéi lóng
天下乌鸦一般黑|tiān xià wū yā yī bān hēi
天下兴亡，匹夫有责|tiān xià xīng wáng，pǐ fū yǒu zé
天下匈匈|tiān xià xiōng xiōng
天下大乱|tiān xià dà luàn
天下大事，必作于细|tiān xià dà shì，bì zuò yú xì
天下大屈|tiān xià dà jué
天下大治|tiān xià dà zhì
天下太平|tiān xià tài píng
天下奇闻|tiān xià qí wén
天下归心|tiān xià guī xīn
天下恟恟|tiān xià xiōng xiōng
天下承平|tiān xià chéng píng
天下文宗|tiān xià wén zōng
天下无不散之宴席|tiān xià wú bù sàn zhī yàn xí
天下无不散的宴席|tiān xià wú bù sàn de yàn xí
天下无不散筵席|tiān xià wú bù sàn yán xí
天下无双|tiān xià wú shuāng
天下无敌|tiān xià wú dí
天下无难事|tiān xià wú nán shì
天下无难事，只怕有心人|tiān xià wú nán shì，zhǐ pà yǒu xīn rén
天下本无事，庸人自召之|tiān xià běn wú shì，yōng rén zì zhào zhī
天下本无事，庸人自扰之|tiān xià běn wú shì，yōng rén zì rǎo zhī
天下汹汹|tiān xià xiōng xiōng
天下滔滔|tiān xià tāo tāo
天下独步|tiān xià dú bù
天下第一|tiān xià dì yī
天下老鸦一般黑|tiān xià lǎo yā yī bān hēi
天下老鸹一般黑|tiān xià lǎo guā yī bān hēi
天下莫敌|tiān xià mò dí
天下鼎沸|tiān xià dǐ fèi
天不作美|tiān bù zuò měi
天不假年|tiān bù jiǎ nián
天不做美|tiān bù zuò měi
天不变，道亦不变|tiān bù biàn，dào yì bù biàn
天不怕，地不怕|tiān bù pà，dì bù pà
天不慭遗|tiān bù yìn yí
天不憗遗|tiān bù yìn yí
天不憗遗一老|tiān bù yìn yí yī lǎo
天不盖，地不载|tiān bù gài，dì bù zài
天不绝人|tiān bù jué rén
天不转地转|tiān bù zhuàn dì zhuàn
天与人归|tiān yǔ rén guī
天之僇民|tiān zhī ruò mín
天之僯民|tiān zhī ruò mín
天之戮民|tiān zhī lù mín
天之骄子|tiān zhī jiāo zǐ
天人之际|tiān rén zhī jì
天人共鉴|tiān rén gòng jiàn
天人感应|tiān rén gǎn yìng
天人相应|tiān rén xiāng yìng
天人相感|tiān rén xiāng gǎn
天人胜处|tiān rén shèng chù
天人路隔|tiān rén lù gé
天从人原|tiān cóng rén yuán
天从人愿|tiān cóng rén yuàn
天付良缘|tiān fù liáng yuán
天伦之乐|tiān lún zhī lè
天伦乐事|tiān lún lè shì
天低吴楚，眼空无物|tiān dī wú chǔ，yǎn kōng wú wù
